"epoch","stage","start_sample","end_sample","delta_power","theta_power","alpha_power","sigma_power","beta_power"
1641,"N3",4920001,4923000,54116.7830467606,17453.6705154244,7127.5431207578,1337.5035893667,1675.6280802888
1642,"N3",4923001,4926000,55540.206387692,15413.0064061748,6556.5250917242,1415.3893456341,1472.7610799486
1643,"N3",4926001,4929000,63592.020996936,15567.2221562344,7009.5094543131,1390.8558256342,1537.1871735088
1644,"N3",4929001,4932000,52396.818931062,15566.2511444105,5708.8744175058,1140.1781197798,1720.8357718551
1645,"N3",4932001,4935000,85778.3632810051,20912.4456893009,7457.6111636173,1374.0911575432,1838.9943058784
1646,"N3",4935001,4938000,40219.0452086907,11047.2368273775,6059.3675889139,1037.760162546,1565.1311196573
1647,"N3",4938001,4941000,49062.4473835276,17958.7659236801,7411.3194654756,1080.0465423973,1832.4550735947
1648,"N3",4941001,4944000,46066.8953418335,11935.9991821445,7043.8438246786,1539.4223161695,2167.8315648904
1649,"N3",4944001,4947000,53646.6490376909,16402.2871807514,7438.1802191441,1357.357636569,1885.8169082014
1650,"N3",4947001,4950000,81295.5475138139,15122.2623482121,7544.068676277,1202.7508252605,1744.6418834526
1651,"N3",4950001,4953000,60293.9812468109,12601.518429393,5389.8420542828,1322.9294299532,1730.1021550007
1652,"N3",4953001,4956000,49182.5552065892,16746.7581300851,6414.4864728989,1455.7722648609,1725.1730019338
1653,"N3",4956001,4959000,40310.492950614,11772.2656327923,7005.3919714451,1184.861108045,1593.6630512895
1654,"N3",4959001,4962000,41773.6833634997,11490.6200161587,4974.4647574467,1178.9364567185,1562.983951389
1655,"N3",4962001,4965000,55037.3360397789,13370.00262382,6282.6325811924,1345.007745832,1997.7292931845
1656,"N3",4965001,4968000,64756.1068999066,13593.0691997122,7593.9154711123,1413.3233551514,1767.0240129067
1657,"N3",4968001,4971000,40173.5167572229,12269.3616212712,7675.7030882547,1282.1051932943,1683.8548971189
1658,"N3",4971001,4974000,31504.4076413479,11840.7854483158,8140.8570124489,908.2833868449,1596.5114951709
1659,"N3",4974001,4977000,65949.9692254973,18928.7944524808,10844.1764234914,2506.0574236189,4540.0057281441
1660,"N1",4977001,4980000,42745.3026241577,16102.4392933085,8456.5331862169,1241.3475802996,1610.0438458885
1661,"N3",4980001,4983000,37763.3047704492,12851.4114929795,5727.1321393051,1315.1433100886,1901.1086689857
1662,"N3",4983001,4986000,35668.1745826033,13852.4239331408,5299.1915717521,1111.3131468618,1863.0309743338
1663,"N3",4986001,4989000,62597.6445229186,16260.8793767661,8548.4136250518,1953.5571547777,2193.9547518865
1664,"N3",4989001,4992000,30238.0909651873,12242.0591091241,7539.1433806277,1238.1917378024,1627.1034306561
1665,"N3",4992001,4995000,42301.5309656741,17803.3751449222,6020.0191761231,1251.1436278495,1719.9520945515
1666,"N3",4995001,4998000,44543.9442170411,20099.5806125061,9088.6131781185,1268.9636002555,1760.4854648321
1667,"N3",4998001,5001000,50459.4814865804,17046.2681493913,6424.8778250984,1278.8058129702,1579.2970754354
1668,"N3",5001001,5004000,110360.935448171,12180.2844936868,6042.9531383148,1143.2775854704,1793.0070459638
1669,"N3",5004001,5007000,43485.2563702706,11177.3002747046,7528.9697064398,1386.9644584183,1998.0782688661
1670,"N3",5007001,5010000,41935.8585686213,11217.1378761387,9222.4480843845,1342.416626192,1918.660649223
1671,"N3",5010001,5013000,40433.1823014894,16524.6973921003,8718.6162967814,1746.7874289819,1821.8406988163
1672,"N3",5013001,5016000,53459.4141986694,10216.2024078844,7238.6729741945,1262.8738061334,1859.9504550451
1673,"N1",5016001,5019000,153948.572461615,14303.841783828,9504.1250497319,3088.2354995747,7522.7208825815
1674,"N3",5019001,5022000,80358.9323879133,36368.7415121248,13688.9293554498,3101.7041551756,6458.1456303838
1675,"N3",5022001,5025000,40558.5683547858,10849.1260430631,4817.3874502111,1538.0470628988,2170.8249119823
1676,"N3",5025001,5028000,40991.7582757404,11314.8278109844,3732.7295035998,1322.5322644836,1782.3461393202
1677,"N3",5028001,5031000,47266.1367111933,14839.4364352577,5934.6212626437,1408.8039176839,1715.2268478722
1678,"N3",5031001,5034000,44999.9405263001,17467.5243756967,6692.0141860165,1149.5970857526,1684.2546578714
1679,"N3",5034001,5037000,42475.4817478323,15770.0758768358,9208.8526474877,1370.3431104405,2494.1059864805
1680,"N3",5037001,5040000,51813.9544077226,25291.6583888453,10253.2743295749,1766.4641758546,2381.3179796851
1681,"N3",5040001,5043000,107930.683624432,22441.0713798583,9731.1239551415,1901.2916914725,2649.7407671183
1682,"N3",5043001,5046000,34449.5835778952,15286.6986872016,5018.4380385113,1472.2243541154,1946.7143237457
1683,"N3",5046001,5049000,46560.4749235888,19432.9927730494,5576.112666058,1512.259030001,1723.733475427
1684,"N3",5049001,5052000,45450.8180812064,12492.8332948355,3600.0121994175,1169.1530964956,1880.0665038809
1685,"N3",5052001,5055000,42466.706768105,11823.0591753022,3772.0620772375,1291.009941438,1758.1299358669
1686,"N3",5055001,5058000,75207.5217314034,24997.9424854463,7538.3526884666,1642.4700152115,1943.5563554518
1687,"N3",5058001,5061000,33043.2247082155,13660.7279391542,10816.0229582926,1585.8301697085,2283.0385855668
1688,"N1",5061001,5064000,372022.267434494,20455.686304837,9320.8049810071,3145.5235875177,8396.9876416379
1689,"N1",5064001,5067000,1389479.92251432,33406.4662495206,27335.5042723657,6493.4086862121,20467.4808803482
1690,"N1",5067001,5070000,101129.305584682,29033.7528710967,26487.84703893,2067.5575915558,3554.6628890894
1691,"N1",5070001,5073000,36393.4870961609,41891.0949933505,27001.5064483036,2160.0117215538,2873.7079065581
1692,"N1",5073001,5076000,232795.584665518,28651.4838983035,29791.8915220476,4289.0629397301,8032.0513214819
1693,"N1",5076001,5079000,176249.748516641,22939.9604454795,13888.4326033485,2206.4063983337,5627.2774439952
1694,"N1",5079001,5082000,474652.445219916,15927.4440315194,18567.8243815205,2746.9350645809,6711.5982342756
1695,"N3",5082001,5085000,468817.30081805,22439.0868568203,10563.2031830972,1495.1471368535,3109.3459748916
1696,"N3",5085001,5088000,252917.806212323,23504.7269777492,11916.8818178423,1579.8782260397,2981.8767400286
1697,"N3",5088001,5091000,66597.5461805342,28538.1888687157,20272.8214407021,1568.111721576,2014.1470669123
1698,"N1",5091001,5094000,35398.9073071051,25248.9258260831,29471.1403170727,2017.4627553474,2422.2545057742
1699,"N1",5094001,5097000,45113.3444438164,38496.7508928037,22120.8200113742,1835.9883435598,2222.7433527242
1700,"N1",5097001,5100000,29382.2376016076,21111.6286427019,24877.2389307741,1461.5794852087,2454.9238768522
1701,"N1",5100001,5103000,29154.5848066279,29822.7885762614,25991.715091232,1930.9143414319,2034.4973658833
1702,"N1",5103001,5106000,36251.9909448883,35872.0325348269,23601.3973623558,1924.8738337987,2166.2260858617
1703,"REM",5106001,5109000,27960.842561234,30723.3778539179,15405.2445399858,1934.143611528,2688.2852904501
1704,"N3",5109001,5112000,181722.029183668,21586.1502574237,26222.0084541921,4021.4643101368,12729.5579223074
1705,"N1",5112001,5115000,31590.4477126191,29060.0361633085,22823.5898825943,2419.6349954865,4578.9644163436
1706,"N1",5115001,5118000,29571.1192425537,18264.03430786,11678.6146018065,2037.1277991681,4262.4367986528
1707,"N1",5118001,5121000,32154.2943622541,15970.3162682587,9093.6718359374,1708.2189202703,4111.7996629181
1708,"N3",5121001,5124000,97349.276581094,13654.2608261021,7737.731574295,1990.1344132616,3508.155465244
1709,"N1",5124001,5127000,806244.043785009,21723.8164790451,18996.5291868132,3866.6527476278,13555.8409633195
1710,"N1",5127001,5130000,136718.626087616,20854.7152135188,21571.0117831029,2237.0227362799,6834.7423061447
1711,"N3",5130001,5133000,173279.749242417,23052.2085008425,19213.4208125022,2702.7769164061,11307.3925126342
1712,"N3",5133001,5136000,317980.500943272,17767.7977044901,10212.0861741573,2595.8237356665,6441.687220401
1713,"N3",5136001,5139000,412561.926615854,22410.3710833826,9582.6536752299,2100.5880055752,5499.5879947581
1714,"N3",5139001,5142000,215850.364648832,18705.0099637223,23129.9263207261,3203.1154967549,9838.7132915244
1715,"N1",5142001,5145000,691609.155418706,27082.2557349753,16851.5362124098,3228.670520304,10228.3700797334
1716,"N1",5145001,5148000,320357.22346984,22986.9883983901,30324.5804127703,2278.8884991899,6635.3896299778
1717,"N3",5148001,5151000,535483.554850042,27237.9619062886,19318.2095324585,2311.3046626724,4814.8692196564
1718,"N1",5151001,5154000,63221.6506803587,20857.1133572355,31341.5167406417,1855.5310108283,3862.10772648
1719,"N1",5154001,5157000,33359.1707103856,19533.202840373,17565.4106110201,1896.3956570911,2506.3518259027
1720,"N3",5157001,5160000,150673.59144901,22682.2543219672,20431.0178262887,2008.7665347749,2955.6540125274
1721,"N3",5160001,5163000,419954.006434618,29972.7583269766,8022.3974274301,2051.1395992798,4219.0063072825
1722,"N3",5163001,5166000,718197.982246048,40320.7123225311,10223.5137420092,2266.9982522481,3459.862408554
1723,"N3",5166001,5169000,501980.619301055,22102.6383133311,25637.0776717956,2483.6211533572,6293.152257135
1724,"N3",5169001,5172000,594545.141756888,29335.8820634029,11550.3297877799,3209.1180554354,8133.8581034802
1725,"N3",5172001,5175000,435207.098619175,24303.3062354026,16919.6698554693,2493.3837911031,6514.784606858
1726,"N3",5175001,5178000,175150.327081888,22873.5768532201,24697.2131434659,1771.2238849734,2995.344077532
1727,"N3",5178001,5181000,113357.637506193,17293.9289764152,26107.9248658163,1608.4526311412,3421.0692563784
1728,"N3",5181001,5184000,202854.910136914,19138.0446932908,14430.6271641837,1293.7266629796,2387.8209047041
1729,"N1",5184001,5187000,48894.7163477832,13357.2457301297,30546.0069441702,1621.2172618224,2695.87913428
1730,"N1",5187001,5190000,37423.7499390244,29218.1451607531,28551.3027926765,2070.2403948424,3546.4995701693
1731,"N1",5190001,5193000,95838.8031299788,21114.1399950789,28600.575537915,1573.2298144213,2829.0444065846
1732,"N1",5193001,5196000,624519.980086924,15836.3320269308,9582.8875778823,2588.3941032542,7806.6037157312
1733,"N3",5196001,5199000,621001.82033352,36462.751111191,8565.2590159585,2587.1484567896,7719.1140694402
1734,"N3",5199001,5202000,200509.167299188,19073.4021775887,6840.3670883899,1455.2815239271,3028.4090618132
1735,"N3",5202001,5205000,242556.094414294,26604.1288519744,7903.9557957197,1615.1713039383,2888.7631102493
1736,"N1",5205001,5208000,52614.500617243,26948.1207304696,28982.5228364337,1925.1500680784,2965.3215065184
1737,"N1",5208001,5211000,30003.9880730171,22526.1508658329,16497.1110571844,1252.7289879049,2077.0887830868
1738,"N1",5211001,5214000,24907.1873794168,15100.2282066592,10107.2570124691,1060.0584532171,1882.4699184554
1739,"N3",5214001,5217000,29039.9243067684,13416.8322071556,6530.7880345032,1056.8741461834,2011.1909799568
1740,"N3",5217001,5220000,41797.988703364,10235.7593072025,4155.2065180956,1250.8183055694,1643.1862315599
1741,"N3",5220001,5223000,95851.1232106495,15998.2034650475,26008.8471220384,1919.6976938475,3884.9426084654
1742,"N3",5223001,5226000,68150.1570346639,12005.0166584237,10014.3684292474,1179.4939596187,2469.1086743552
1743,"N1",5226001,5229000,204863.984795969,12392.0569202451,23395.764715717,2056.9722444648,5953.0812808138
1744,"N1",5229001,5232000,38852.9113929758,30070.337933814,29699.0963209404,1500.4313519944,2587.1246982554
1745,"N1",5232001,5235000,35221.8741563599,33498.3721213846,31225.157126573,1701.120122477,2414.3245830733
1746,"N1",5235001,5238000,38061.6894307109,35633.1718711476,33486.7493213718,2166.3302623077,2404.4710921197
1747,"N3",5238001,5241000,51770.6487195044,24268.3563976573,19205.3976962273,1600.8883138565,1973.5666115054
1748,"N1",5241001,5244000,39324.5180021935,21211.9703326213,22230.1523422476,1658.6815354251,2241.8647719061
1749,"N3",5244001,5247000,130513.787954112,10775.4803802522,9864.6998198559,831.8696424412,1708.4736886946
1750,"N3",5247001,5250000,135212.230382841,14787.7339925828,26421.1012538454,1495.8965230082,3543.6756240595
1751,"N1",5250001,5253000,109312.332866405,17526.2493852744,20577.0068471311,1586.5220760506,3931.8386931411
1752,"N1",5253001,5256000,21626.1883863042,17550.3270519682,9439.5539281788,1770.3613189215,2891.6432381169
1753,"N1",5256001,5259000,408247.732678836,17062.04230929,17540.7808533977,2133.4878121988,5749.7849257233
1754,"N1",5259001,5262000,75073.5623528495,16624.5247467327,31553.5761653932,1539.8316780212,3580.7073030731
1755,"N3",5262001,5265000,53821.766728982,18625.1121068413,19039.7978862196,1498.1104695591,3411.1513304712
1756,"N3",5265001,5268000,74234.0799668779,16556.6540594082,17508.9278546897,1591.7817975204,3484.7799096167
1757,"N3",5268001,5271000,295798.186194067,14551.3316471226,10116.1002425781,2358.1377751941,6004.1547790052
1758,"N3",5271001,5274000,239152.431179692,14784.5891625648,11900.6222407515,3461.0712723431,10253.2026240284
1759,"N1",5274001,5277000,469464.38180866,18690.0078164692,7733.2643034839,2268.1228935277,7010.9705352316
1760,"N1",5277001,5280000,534083.489692234,33866.6784404901,11687.355772539,3461.6242779542,9832.1287129169
1761,"N1",5280001,5283000,256920.499520064,27512.5638743126,15298.7516202373,3263.0588242905,10527.2563194631
1762,"N3",5283001,5286000,209667.573018458,24239.7705370519,5413.7371102894,2167.1678077561,5400.9700591743
1763,"N3",5286001,5289000,287672.976354561,26677.5531376774,5751.4835595383,1966.5924618401,5309.2673529682
1764,"N3",5289001,5292000,250395.977568363,20390.5837156401,7372.5510055011,2732.5786093098,9629.1155062435
1765,"N1",5292001,5295000,369816.406114455,26118.1031613782,11123.0647817149,3596.5982171398,8658.0038616207
1766,"N3",5295001,5298000,107617.314293787,13524.9834037238,6525.2167384356,1601.9867029235,4159.7243742066
1767,"N1",5298001,5301000,281592.491461913,17145.4767381181,6264.672010021,2160.5413850998,6492.0916013706
1768,"N3",5301001,5304000,289823.528094042,18008.1936232917,6045.9950486127,2099.3514353904,3941.9442257769
1769,"N3",5304001,5307000,314716.635375411,17144.2144437272,9521.02211478,2980.650461575,7720.2823637664
1770,"N3",5307001,5310000,117391.906746382,13099.294298543,14754.6365872137,1315.3907952467,2728.5172264232
1771,"N3",5310001,5313000,97428.6958186528,11236.9676685517,4651.7360229328,1680.881468373,4052.7442699318
1772,"N3",5313001,5316000,66779.3275464636,15439.0847931586,10836.6839641973,1144.6180119645,1832.7225168379
1773,"N3",5316001,5319000,101623.191078939,14487.9261265382,5696.1169300081,1293.4390053365,2372.68208879
1774,"N3",5319001,5322000,161691.219241589,19574.2976922171,6594.9768449572,1465.0023836967,3216.6746716882
1775,"N3",5322001,5325000,120446.838424114,11683.8264693239,4920.4465091869,1865.1696387129,4452.9797447412
1776,"N3",5325001,5328000,304140.688154511,15690.4795037401,5465.0651931595,1416.2334412515,2714.8834691273
1777,"N3",5328001,5331000,221007.997184224,20301.8904066062,5832.2519764417,1298.267919631,2421.3555545454
1778,"N3",5331001,5334000,345325.908098184,18290.3683764821,8261.3741331305,2285.1766614183,5339.2666665838
1779,"N3",5334001,5337000,334703.347488191,14573.5323875433,9635.4769677289,2641.1960978448,8460.8920387966
1780,"N3",5337001,5340000,187541.501805168,18106.0347096554,10132.6979079449,4627.1572102838,14597.3100411504
1781,"N3",5340001,5343000,390403.411037832,30277.0929455255,9983.8400918069,5054.7105885961,14685.0827066346
1782,"N3",5343001,5346000,122819.948751913,15965.7168208841,6790.1638485011,3445.8558319014,10161.3803770361
1783,"N3",5346001,5349000,173301.010582454,21376.2424009474,11073.4893456561,6425.1283547148,22118.9487690039
1784,"N3",5349001,5352000,407764.477624291,31505.7416503883,9705.5555826202,5265.1256624971,13185.5720337304
1785,"N3",5352001,5355000,473220.052170941,38512.1214910229,10498.9465904052,6310.863110418,14166.4261457918
1786,"N3",5355001,5358000,185372.186985612,19724.7621638175,10059.7002973914,5759.5081034527,15993.3724133731
1787,"N1",5358001,5361000,257686.870204434,24247.5067874002,11795.931300148,5394.3733290732,17705.838827231
1788,"N1",5361001,5364000,170545.47454835,29807.7174816516,8801.3030024294,5045.6880862497,12826.4339765873
1789,"N3",5364001,5367000,355733.908152508,40406.1867079591,11467.3449845088,4266.5407169902,11783.3021490659
1790,"N3",5367001,5370000,222080.672819047,26416.0403687399,8943.6515745488,4535.6094060752,14057.5167010067
1791,"N3",5370001,5373000,277726.769576867,25704.4905825319,10948.1135796799,5448.8869646852,20120.9230628234
1792,"N3",5373001,5376000,450724.673177352,50859.6391588107,10413.7575753512,4497.855988351,11850.7264430853
1793,"N1",5376001,5379000,279649.273172769,27022.2411297501,9151.7551136873,4112.2433795433,13081.8113657279
1794,"N1",5379001,5382000,344304.449264745,38565.8606334651,10447.7187229082,4791.7260057812,16155.9823755183
1795,"N3",5382001,5385000,514081.741272475,28552.9600190745,10318.804292865,5748.0024718949,14402.8117946122
1796,"N3",5385001,5388000,353693.93152217,19762.9121084748,8114.4633926729,3593.4100338624,9716.2483070518
1797,"N3",5388001,5391000,234083.393110229,21753.842285607,10586.2455889146,6326.1805637377,17679.0622508007
1798,"N3",5391001,5394000,397791.471358532,20454.3432541717,8469.6011521791,4221.1302917647,11159.5321144717
1799,"N3",5394001,5397000,348293.313358593,30242.2264271043,9320.6106046713,4591.5806876864,12189.1850018237
